nro;nombre_archivo;id_revista;revista;pais;macroarea;metodologia;titulo;anio;autores;doi;url_fulltext;disciplina;objetivo_general;frase_inferencia;frase_muestreo;tipo_estudio;enfoque_metodologico;diseno_estudio;tamano_muestra;es_cuantitativo_con_inferencia;muestreo_probabilistico;muestreo_no_probabilistico;declara_tipo_muestreo;declara_calculo_tamano_muestral;reporta_intervalos_confianza;extrapola_a_poblacion;advierte_limites_muestreo;aplica_muestreo_inferencial;clasificacion_inferencial;motivo_principal;nivel_confianza_clasificacion;incumple_inferencia;software_estadistico;comentario_metodologico;area;macroarea_final;origen;estado;ruta_pdf_ref;clasificacion_original;clasificacion_recheck;clasificacion_final;aplicable_final;_reconfirmado
5;EXP_Cien_0087_2008_Predição_de_peso_ao_nascimento_pela_ul_R20260402C.pdf;;Revista Brasileira de Ginecologia e Obstetrícia;Brasil;;;Predição de peso ao nascimento pela ultra-sonografia tridimensional usando o volume do braço fetal: resultados preliminares Prediction of birth weight by three-dimensional ultrasonography using fetal upper arm volume: preliminary results;2008.0;;10.1590/S0100-72032008000400006;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032008000400006;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias Naturales y Exactas;;;;;;;Debilidad importante;;
6;EXP_Cien_0088_2008_Efeito_de_pontas_de_pulverização_na_de_R20260402C.pdf;;Planta Daninha;Brasil;;;Efeito de pontas de pulverização na deposição e na dessecação em plantas de Brachiaria brizantha Nozzle effect on deposition and desiccation on Brachiaria brizantha plants;2008.0;;10.1590/S0100-83582008000400025;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582008000400025;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
7;EXP_Cien_0089_1983_Revisión_de_temas_Problemática_Sexual__R20260402C.pdf;;Revista Colombiana de Obstetricia y Ginecología;Colombia;;;Revisión de temas. Problemática Sexual del Adolescente;1983.0;;10.18597/rcog.1646;https://revista.fecolsog.org/index.php/rcog/article/view/1646;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
8;EXP_Cien_0090_0_Economic_assessment_of_urban_watershed_R20260402C.pdf;;Brazilian Journal of Biology;Brasil;;;Economic assessment of urban watersheds: developing mechanisms for environmental protection of the Feijão river, São Carlos - SP, Brazil;2013.0;;10.1590/bjb.2014.0073;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842014000300677&lng=en&tlng=en;;;;;;;;;;;No;;;;SÃ­;No;SÃ­;Sin falla relevante;;;No;;;Ciencias Naturales y Exactas;;;;;;;Sin falla relevante;;
9;EXP_Cien_0091_0_Method_of_capture_and_population_struc_R20260402C.pdf;;Brazilian Journal of Biology;Brasil;;;Method of capture and population structure of Aegla georginae Santos and Jara, 2013 (Decapoda: Anomura: Aeglidae) in a tributary of the Ibicuí River in southern Brazil;2012.0;;10.1590/1519-6984.07815;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000401035&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
11;EXP_Cien_0093_2017_Knowledge_about_blood_transfusion_in_a_R20260402C.pdf;;Bioscience Journal;Brasil;;;Knowledge about blood transfusion in a critical unit of a teaching hospital;2017.0;;10.14393/BJ-v33n3-36196;http://www.seer.ufu.br/index.php/biosciencejournal/article/view/36196;;;;;;;;;;;SÃ­;;;;SÃ­;No;SÃ­;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
12;EXP_Cien_0094_2016_Standard_of_alcohol_use_and_academic_p_R20260402C.pdf;;Bioscience Journal;Brasil;;;Standard of alcohol use and academic performance among students of nursing course of Federal University of Uberlândia, MG, Brasil;2016.0;;10.14393/BJ-v32n1a2016-28395;http://www.seer.ufu.br/index.php/biosciencejournal/article/view/28395;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
13;EXP_Cien_0095_2016_Quality_of_Life_in_Women_with_Polycyst_R20260402C.pdf;;Revista Brasileira de Ginecologia e Obstetrícia;Brasil;;;Quality of Life in Women with Polycystic Ovary Syndrome after a Program of Resistance Exercise Training;2016.0;;10.1055/s-0036-1585457;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032016000700340&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
15;EXP_Cien_0097_2014_Contribuição_dos_frutos_no_conteúdo_de_R20260402C.pdf;;Revista Verde de Agroecologia e Desenvolvimento Sustentável;Brasil;;;Contribuição dos frutos no conteúdo de massa seca e nutrientes na melancieira fertirrigada com diferentes doses de N e P;2014.0;;;http://www.gvaa.com.br/revista/index.php/RVADS/article/view/2797;;;;;;;;;;;Sí;;;;Sí;No;Sí;Debilidad importante;;;No;;;Ciencias Naturales y Exactas;;;;;;;Debilidad importante;;
16;EXP_Cien_0098_2013_New_sonographic_measures_of_peripheral_R20260402C.pdf;;Memorias do Instituto Oswaldo Cruz;Brasil;;;New sonographic measures of peripheral nerves: a tool for the diagnosis of peripheral nerve involvement in leprosy;2013.0;;10.1590/S0074-02762013000300001;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762013000300257&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
17;EXP_Cien_0099_2013_Characterisation_of_Culex_quinquefasci_R20260402C.pdf;;Memorias do Instituto Oswaldo Cruz;Brasil;;;Characterisation of Culex quinquefasciatus (Diptera: Culicidae) larval habitats at ground level and temporal fluctuations of larval abundance in Córdoba, Argentina;2013.0;;10.1590/0074-0276108062013014;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762013000600772&lng=en&tlng=en;;;;;;;;;;;SÃ­;;;;SÃ­;No;SÃ­;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
18;EXP_Cien_0100_2013_Lactancia_materna_prevalencia_de_griet_R20260402C.pdf;;Revista Colombiana de Obstetricia y Ginecología;Colombia;;;Lactancia materna: prevalencia de grietas y dolor en mujeres que amamantan, región de la Araucanía, Temuco, Chile: 2010-2011;2013.0;;;http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342013000300003&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
21;EXP_Cien_0105_2011_Avaliação_de_herbicidas_aplicados_em_p_R20260402C.pdf;;Planta Daninha;Brasil;;;Avaliação de herbicidas aplicados em pós-emergência sobre e sob a palha em cana crua e o destino ambiental Evaluation of herbicides applied in post-emergence over and under straw in no-burn sugarcane and their environmental fate;2011.0;;10.1590/S0100-83582011000200023;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000200023;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
22;EXP_Cien_0106_2007_TP53_codon_72_polymorphism_as_a_risk_f_R20260402C.pdf;;Brazilian Journal of Medical and Biological Research;Brasil;;;TP53 codon 72 polymorphism as a risk factor for cardiovascular disease in a Brazilian population;2007.0;;10.1590/S0100-879X2007001100007;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2007001100007;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
23;EXP_Cien_0107_0_Impact_of_artificial_destratification__R20260402C.pdf;;Anais da Academia Brasileira de Ciências;Brasil;;;Impact of artificial destratification on water availability of reservoirs in the Brazilian semiarid;2025.0;;10.1590/0001-3765201920171022;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652019000500904&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
1;EXP_Cien_0108_0_Many_high-school_students_dont_want_to_R20260402C.pdf;;Revista Brasileira de Ensino de Física;Brasil;;;Many high-school students don't want to study physics: active learning experiences can change this negative attitude!;2013.0;;10.1590/S1806-11172012000300013;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172012000300013&lng=en&tlng=en;;;;;;;;;;;SÃ­;;;;SÃ­;No;SÃ­;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
3;EXP_Cien_0110_2024_IFITM3_rs12252_polymorphism_associatio_R20260402C.pdf;;Anais da Academia Brasileira de Ciências;Brasil;;;IFITM3 rs12252 polymorphism association with COVID-19 severity and mortality in a Brazilian sample: an update and a meta-analysis;2024.0;;10.1590/0001-3765202420231160;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652024000200603&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias Naturales y Exactas;;;;;;;Debilidad importante;;
4;EXP_Cien_0111_2022_What_triggers_phenological_events_in_p_R20260402C.pdf;;Brazilian Journal of Biology;Brasil;;;What triggers phenological events in plants under seasonal environments? A study with phylogenetically related plant species in sympatry;2022.0;;10.1590/1519-6984.257969;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842024000100228&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
5;EXP_Cien_0112_2022_Contribution_of_the_carbonized_rice_hu_R20260402C.pdf;;Bioscience Journal;Brasil;;;Contribution of the carbonized rice husk added to the substrate in the production of vegetable seedlings;2022.0;;10.14393/BJ-v38n0a2022-54050;https://seer.ufu.br/index.php/biosciencejournal/article/view/54050;;;;;;;;;;;Sí;;;;Sí;No;Sí;Debilidad importante;;;No;;;Ciencias Naturales y Exactas;;;;;;;Debilidad importante;;
6;EXP_Cien_0113_2022_Surface_roughness_evaluation_and_white_R20260402C.pdf;;Bioscience Journal;Brasil;;;Surface roughness evaluation and whitening efficiency on tooth enamel after using whitening toothpaste: a randomized double-blinded study;2022.0;;10.14393/BJ-v38n0a2022-59876;https://seer.ufu.br/index.php/biosciencejournal/article/view/59876;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
7;EXP_Cien_0114_2019_Genetic_parameters_and_path_analysis_o_R20260402C.pdf;;Bioscience Journal;Brasil;;;Genetic parameters and path analysis of traits of upland cotton for the brazilian semi-arid region;2019.0;;10.14393/BJ-v35n6a2019-42408;http://www.seer.ufu.br/index.php/biosciencejournal/article/view/42408;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
9;EXP_Cien_0116_2018_More_than_two_decades_after_the_introd_R20260402C.pdf;;Brazilian Journal of Biology;Brasil;;;More than two decades after the introduction of Limnoperna fortunei (Dunker 1857) in La Plata Basin;2018.0;;10.1590/1519-6984.180789;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842018005002103&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
11;EXP_Cien_0118_2015_Multidetector_computed_tomography_angi_R20260402C.pdf;;Arquivos de Neuro-Psiquiatria;Brasil;;;Multidetector computed tomography angiography in clinically suspected hyperacute ischemic stroke in the anterior circulation: an etiological workup in a cohort of Brazilian patients;2015.0;;10.1590/0004-282X20150034;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2015000500007&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
12;EXP_Cien_0119_2014_Fitomassa_de_pimenta_doce-italina_caps_R20260402C.pdf;;Revista Verde de Agroecologia e Desenvolvimento Sustentável;Brasil;;;Fitomassa de pimenta doce-italina (capsicum) em função de adubação orgânica;2014.0;;;http://www.gvaa.com.br/revista/index.php/RVADS/article/view/3057;;;;;;;;;;;Sí;;;;Sí;No;Sí;Debilidad importante;;;No;;;Ciencias Naturales y Exactas;;;;;;;Debilidad importante;;
13;EXP_Cien_0120_2013_Relationships_between_structure_of_the_R20260402C.pdf;;Acta Botânica Brasílica;Brasil;;;Relationships between structure of the tree component and environmental variables in a subtropical seasonal forest in the upper Uruguay River valley, Brazil;2013.0;;10.1590/S0102-33062013000400015;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062013000400015&lng=en&tlng=en;;;;;;;;;;;Sí;;;;No;No;Sí;Debilidad importante;;;No;;;Ciencias Naturales y Exactas;;;;;;;Debilidad importante;;
14;EXP_Cien_0121_2012_Modeling_of_weeds_interference_periods_R20260402C.pdf;;Planta Daninha;Brasil;;;Modeling of weeds interference periods in bean Determinação de períodos de interferência das plantas daninhas na cultura do feijão;2012.0;;10.1590/S0100-83582012000400004;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582012000400004;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
15;EXP_Cien_0122_2011_Aplicação_de_métodos_quimiométricos_na_R20260402C.pdf;;Química Nova;Brasil;;;Aplicação de métodos quimiométricos na caracterização de charutos utilizando extração por dispersão da matriz em fase sólida e análise por cromatografia gasosa acoplada à espectrometria de massas;2011.0;;10.1590/S0100-40422011000100011;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422011000100011&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
16;EXP_Cien_0123_2008_Distribuição_espacial_e_temporal_da_bi_R20260402C.pdf;;Acta Botânica Brasílica;Brasil;;;Distribuição espacial e temporal da biomassa fitoplanctônica e variáveis ambientais no Golfão Maranhense, Brasil Spatial and temporal distribution of the phytoplanktonic biomass and environmental variables in the Maranhense Gulf, Brazil;2008.0;;10.1590/S0102-33062008000300022;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062008000300022;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
17;EXP_Cien_0124_2005_Influência_da_cobertura_e_do_solo_na_c_R20260402C.pdf;;Acta Botânica Brasílica;Brasil;;;Influência da cobertura e do solo na composição florística do sub-bosque em uma floresta estacional semidecidual em Viçosa, MG, Brasil Cover and soil influence at understory of a Seasonal Tropical Forest, Minas Gerais State, Brazil;2005.0;;10.1590/S0102-33062005000300007;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062005000300007;;;;;;;;;;;Sí;;;;Sí;No;Sí;Debilidad importante;;;No;;;Ciencias Naturales y Exactas;;;;;;;Debilidad importante;;
18;EXP_Cien_0125_2004_Distribuição_espacial_de_Mesadenella_c_R20260402C.pdf;;Acta Botânica Brasílica;Brasil;;;Distribuição espacial de Mesadenella cuspidata (Lindl.) Garay (Orchidaceae) em uma floresta ribeirinha em Santa Maria, RS, Brasil Spatial distribution of Mesadenella cuspidata (Lindl.) Garay (Orchidaceae) in a riparian forest, Santa Maria, RS, Brazil;2004.0;;10.1590/S0102-33062004000100004;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062004000100004;;;;;;;;;;;No declara;;;;Sí;No;Sí;Debilidad importante;;;No;;;Ciencias Naturales y Exactas;;;;;;;Debilidad importante;;
19;EXP_Cien_0126_2002_Prevalence_of_hepatitis_C_Virus_infect_R20260402C.pdf;;Memorias do Instituto Oswaldo Cruz;Brasil;;;Prevalence of hepatitis C Virus infection among hemophiliacs in Central Brazil;2002.0;;10.1590/S0074-02762002000500009;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000500009;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
20;EXP_Cien_0127_2000_Frequency_of_CCR5_Delta-32_Mutation_in_R20260402C.pdf;;Memorias do Instituto Oswaldo Cruz;Brasil;;;Frequency of CCR5 Delta-32 Mutation in Human Immunodeficiency Virus (HIV)-seropositive and HIV-exposed Seronegative Individuals and in General Population of Medellin, Colombia;2000.0;;10.1590/S0074-02762000000200018;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762000000200018;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
21;EXP_Cien_0128_1998_Comparative_Meiotic_Studies_in_Triatom_R20260402C.pdf;;Memorias do Instituto Oswaldo Cruz;Brasil;;;"Comparative Meiotic Studies in Triatoma sordida (Stål) and T. guasayana Wygodzinsky &amp; Abalos (Reduviidae, Heteroptera)";1998.0;;10.1590/S0074-02761998000300007;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761998000300007;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
22;EXP_Cien_0129_0_Quality_of_life_in_Parkinsons_disease__R20260402C.pdf;;Arquivos de Neuro-Psiquiatria;Brasil;;;Quality of life in Parkinson’s disease patients: progression markers of mild to moderate stages;2025.0;;10.1590/0004-282x20170091;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2017000800497&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
23;EXP_Cien_0130_0_Braconidae_Hymenoptera_fauna_in_native_R20260402C.pdf;;Brazilian Journal of Biology;Brasil;;;Braconidae (Hymenoptera) fauna in native, degraded and restoration areas of the Vale do Paraíba, São Paulo state, Brazil;2025.0;;10.1590/S1519-69842012000200011;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200011&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;;;;;;;Falla fuerte;;
24;EXP_Educ_0132_2026_The_relations_between_secondary_school_R20260402C.pdf;;Acta Scientiarum. Education;Brasil;;;The relations between secondary school teachers’ professional development and teacher self-efficacy in Mongolia;2026.0;;10.4025/actascieduc.v48i1.77619;https://periodicos.uem.br/ojs/index.php/ActaSciEduc/article/view/77619;;;;;;;;;;;SÃ­;;;;SÃ­;No;SÃ­;Falla fuerte;;;SÃ­;;;Educacion;;;;;;;Falla fuerte;;
25;EXP_Educ_0133_2021_English_for_Academic_Purposes_Related__R20260402C.pdf;;Profile: Issues in Teachers' Professional Development;Colombia;;;English for Academic Purposes Related to Dentistry: Analyzing the Reading Comprehension Process;2021.0;;10.15446/profile.v23n2.86965;https://revistas.unal.edu.co/index.php/profile/article/view/86965;;;;;;;;;;;Sí;;;;Sí;No;Sí;Debilidad importante;;;No;;;Educacion;;;;;;;Debilidad importante;;
1;EXP_Educ_0135_2017_Didactic_Model_Teaching_the_English_Te_R20260402C.pdf;;Profile: Issues in Teachers' Professional Development;Colombia;;;Didactic Model: Teaching the English Temporal System to Arabic Freshman Learners of English;2017.0;;10.15446/profile.v19n_sup1.68617;https://revistas.unal.edu.co/index.php/profile/article/view/68617;;;;;;;;;;;No;;;;Sí;No;Sí;Debilidad importante;;;No;;;Educacion;;;;;;;Debilidad importante;;
2;EXP_Educ_0136_2015_Del_evento_sonoro_al_fenómeno_físico_u_R20260402C.pdf;;Góndola, Enseñanza y Aprendizaje de las Ciencias;Colombia;;;Del evento sonoro al fenómeno físico: un estudio sobre las ideas que los estudiantes mantienen sobre el sonido;2015.0;;10.14483/udistrital.jour.GDLA.2015.1.a06;http://revistas.udistrital.edu.co/ojs/index.php/GDLA/article/view/8404;;;;;;;;;;;Sí;;;;Sí;No;Sí;Debilidad importante;;;No;;;Educacion;;;;;;;Debilidad importante;;
7;EXP_Educ_0142_2025_O_impacto_do_distanciamento_social_na__R20260402C.pdf;;Góndola, Enseñanza y Aprendizaje de las Ciencias;Colombia;;;O impacto do distanciamento social na vida acadêmica: ;2025.0;;;https://revistas.udistrital.edu.co/index.php/GDLA/article/view/21836;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Educacion;;;;;;;Debilidad importante;;
8;EXP_Educ_0144_2024_Secuencia_didáctica_que_incorpora_el_u_R20260402C.pdf;;Revista Iberoamericana de Tecnología en Educación y Educación en Tecnología;Argentina;;;Secuencia didáctica que incorpora el uso de Inteligencia Artificial para evidenciar habilidades de literacidad digital en estudiantes de secundaria;2024.0;;10.24215/18509959.37.e17;https://teyet-revista.info.unlp.edu.ar/TEyET/article/view/3041;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Educacion;;;;;;;Falla fuerte;;
11;EXP_Educ_0147_2023_Conocimiento_Didáctico_Del_Contenido_E_R20260402C.pdf;;Góndola, Enseñanza y Aprendizaje de las Ciencias;Colombia;;;Conocimiento Didáctico Del Contenido En Nomenclatura Química: Estudio de Caso de un Profesor de la Media Vocacional en Colombia;2023.0;;10.14483/23464712.18502;https://revistas.udistrital.edu.co/index.php/GDLA/article/view/18502;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Educacion;;;;;;;Falla fuerte;;
12;EXP_Educ_0148_2022_Educación_remota_durante_la_emergencia_R20260402C.pdf;;Revista Historia de la Educación Latinoamericana;Colombia;;;Educación remota durante la emergencia por COVID-19. Análisis de la experiencia de los estudiantes universitarios;2022.0;;10.19053/01227238.12632;http://www.redalyc.org/articulo.oa?id=86975367012;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Educacion;;;;;;;Falla fuerte;;
